patent_type,state,year,patent_counts
utility,Nebraska,2006,429
utility,Nebraska,2007,464
utility,Nebraska,2008,437
utility,Nebraska,2009,462
utility,Nebraska,2010,434
utility,Nebraska,2011,488
utility,Nebraska,2012,664
utility,Nebraska,2013,731
utility,Nebraska,2014,831
utility,Nebraska,2015,804
utility,Nebraska,2016,769
utility,Nebraska,2017,809
utility,Nebraska,2018,591
utility,Nebraska,2019,968
utility,Nebraska,2020,874
utility,Nebraska,2021,794
utility,Nebraska,2022,172
utility,Nevada,1976,108
utility,Nevada,1977,116
utility,Nevada,1978,121
utility,Nevada,1979,88
utility,Nevada,1980,121
utility,Nevada,1981,118
utility,Nevada,1982,115
utility,Nevada,1983,122
utility,Nevada,1984,99
utility,Nevada,1985,76
utility,Nevada,1986,86
utility,Nevada,1987,97
utility,Nevada,1988,90
utility,Nevada,1989,148
utility,Nevada,1990,141
utility,Nevada,1991,246
utility,Nevada,1992,221
utility,Nevada,1993,215
utility,Nevada,1994,263
utility,Nevada,1995,261
utility,Nevada,1996,301
utility,Nevada,1997,290
utility,Nevada,1998,444
utility,Nevada,1999,494
utility,Nevada,2000,531
utility,Nevada,2001,522
utility,Nevada,2002,542
utility,Nevada,2003,660
utility,Nevada,2004,738
utility,Nevada,2005,679
utility,Nevada,2006,700
utility,Nevada,2007,731
utility,Nevada,2008,775
utility,Nevada,2009,712
utility,Nevada,2010,1207
utility,Nevada,2011,1240
utility,Nevada,2012,1685
utility,Nevada,2013,2008
utility,Nevada,2014,1919
utility,Nevada,2015,1756
utility,Nevada,2016,1655
utility,Nevada,2017,1593
utility,Nevada,2018,1103
utility,Nevada,2019,1716
utility,Nevada,2020,1853
utility,Nevada,2021,1715
utility,Nevada,2022,395
utility,New Hampshire,1976,222
utility,New Hampshire,1977,225
utility,New Hampshire,1978,210
utility,New Hampshire,1979,160
utility,New Hampshire,1980,239
utility,New Hampshire,1981,262
utility,New Hampshire,1982,300
utility,New Hampshire,1983,249
utility,New Hampshire,1984,244
utility,New Hampshire,1985,323
utility,New Hampshire,1986,354
utility,New Hampshire,1987,364
utility,New Hampshire,1988,358
utility,New Hampshire,1989,491
utility,New Hampshire,1990,543
utility,New Hampshire,1991,528
utility,New Hampshire,1992,602
utility,New Hampshire,1993,672
utility,New Hampshire,1994,756
utility,New Hampshire,1995,776
utility,New Hampshire,1996,845
utility,New Hampshire,1997,906
utility,New Hampshire,1998,1170
utility,New Hampshire,1999,1359
utility,New Hampshire,2000,1302
utility,New Hampshire,2001,1296
utility,New Hampshire,2002,1380
utility,New Hampshire,2003,1461
utility,New Hampshire,2004,1419
utility,New Hampshire,2005,1161
utility,New Hampshire,2006,1393
utility,New Hampshire,2007,1257
utility,New Hampshire,2008,1164
utility,New Hampshire,2009,1312
utility,New Hampshire,2010,1849
utility,New Hampshire,2011,1911
utility,New Hampshire,2012,1896
utility,New Hampshire,2013,2251
utility,New Hampshire,2014,2481
utility,New Hampshire,2015,2324
utility,New Hampshire,2016,2508
utility,New Hampshire,2017,2820
utility,New Hampshire,2018,2045
utility,New Hampshire,2019,3141
utility,New Hampshire,2020,3020
utility,New Hampshire,2021,2779
utility,New Hampshire,2022,727
utility,New Jersey,1976,5850
utility,New Jersey,1977,5523
utility,New Jersey,1978,5572
utility,New Jersey,1979,4036
utility,New Jersey,1980,4895
utility,New Jersey,1981,5078
utility,New Jersey,1982,4444
utility,New Jersey,1983,4305
utility,New Jersey,1984,5080
utility,New Jersey,1985,5231
utility,New Jersey,1986,4808
utility,New Jersey,1987,5043
utility,New Jersey,1988,4920
utility,New Jersey,1989,5756
utility,New Jersey,1990,5446
utility,New Jersey,1991,6009
utility,New Jersey,1992,5742
utility,New Jersey,1993,6080
utility,New Jersey,1994,6160
utility,New Jersey,1995,5899
utility,New Jersey,1996,6728
utility,New Jersey,1997,7169
utility,New Jersey,1998,8518
utility,New Jersey,1999,9098
utility,New Jersey,2000,9158
utility,New Jersey,2001,9178
utility,New Jersey,2002,9039
utility,New Jersey,2003,8398
utility,New Jersey,2004,7106
utility,New Jersey,2005,6110
utility,New Jersey,2006,7817
utility,New Jersey,2007,6969
utility,New Jersey,2008,7031
utility,New Jersey,2009,7791
utility,New Jersey,2010,10483
utility,New Jersey,2011,10175
utility,New Jersey,2012,11392
utility,New Jersey,2013,12742
utility,New Jersey,2014,13536
utility,New Jersey,2015,12253
utility,New Jersey,2016,12060
utility,New Jersey,2017,12941
utility,New Jersey,2018,9437
utility,New Jersey,2019,13384
utility,New Jersey,2020,13550
utility,New Jersey,2021,12607
utility,New Jersey,2022,2858
utility,New Mexico,1976,184
utility,New Mexico,1977,144
utility,New Mexico,1978,113
utility,New Mexico,1979,92
utility,New Mexico,1980,155
utility,New Mexico,1981,166
utility,New Mexico,1982,153
utility,New Mexico,1983,150
utility,New Mexico,1984,220
utility,New Mexico,1985,265
utility,New Mexico,1986,239
utility,New Mexico,1987,300
utility,New Mexico,1988,268
utility,New Mexico,1989,332
utility,New Mexico,1990,346
utility,New Mexico,1991,416
utility,New Mexico,1992,456
utility,New Mexico,1993,446
utility,New Mexico,1994,442
utility,New Mexico,1995,457
utility,New Mexico,1996,426
utility,New Mexico,1997,518
utility,New Mexico,1998,773
utility,New Mexico,1999,713
utility,New Mexico,2000,752
utility,New Mexico,2001,828
utility,New Mexico,2002,865
utility,New Mexico,2003,936
utility,New Mexico,2004,911
utility,New Mexico,2005,635
utility,New Mexico,2006,876
utility,New Mexico,2007,639
utility,New Mexico,2008,650
utility,New Mexico,2009,800
utility,New Mexico,2010,1048
utility,New Mexico,2011,892
utility,New Mexico,2012,1072
utility,New Mexico,2013,1151
utility,New Mexico,2014,1069
utility,New Mexico,2015,1140
utility,New Mexico,2016,1311
utility,New Mexico,2017,1303
utility,New Mexico,2018,1039
utility,New Mexico,2019,1472
utility,New Mexico,2020,1263
utility,New Mexico,2021,1105
utility,New Mexico,2022,377
utility,New York,1976,6584
utility,New York,1977,6247
utility,New York,1978,6043
utility,New York,1979,4082
utility,New York,1980,5198
utility,New York,1981,5378
utility,New York,1982,4760
utility,New York,1983,4329
utility,New York,1984,5079
utility,New York,1985,5515
utility,New York,1986,5249
utility,New York,1987,6039
utility,New York,1988,5840
utility,New York,1989,7352
utility,New York,1990,7404
utility,New York,1991,8276
utility,New York,1992,8937
utility,New York,1993,9563
utility,New York,1994,10299
utility,New York,1995,9932
utility,New York,1996,11295
utility,New York,1997,10428
utility,New York,1998,14178
utility,New York,1999,13726
utility,New York,2000,14245
utility,New York,2001,15647
utility,New York,2002,15535
utility,New York,2003,15357
utility,New York,2004,14600
utility,New York,2005,11735
utility,New York,2006,14651
utility,New York,2007,12958
utility,New York,2008,13134
utility,New York,2009,14304
utility,New York,2010,19012
utility,New York,2011,18869
utility,New York,2012,20751
utility,New York,2013,23136
utility,New York,2014,24530
utility,New York,2015,23920
utility,New York,2016,25465
utility,New York,2017,26629
utility,New York,2018,20091
utility,New York,2019,28613
utility,New York,2020,28105
utility,New York,2021,25198
utility,New York,2022,5081
utility,North Carolina,1976,727
utility,North Carolina,1977,679
utility,North Carolina,1978,695
utility,North Carolina,1979,547
utility,North Carolina,1980,703
utility,North Carolina,1981,769
utility,North Carolina,1982,613
utility,North Carolina,1983,548
utility,North Carolina,1984,780
utility,North Carolina,1985,884
utility,North Carolina,1986,844
utility,North Carolina,1987,1124
utility,North Carolina,1988,1086
utility,North Carolina,1989,1384
utility,North Carolina,1990,1415
utility,North Carolina,1991,1646
utility,North Carolina,1992,1678
utility,North Carolina,1993,1800
utility,North Carolina,1994,2034
utility,North Carolina,1995,2153
utility,North Carolina,1996,2566
utility,North Carolina,1997,2764
utility,North Carolina,1998,3461
utility,North Carolina,1999,3792
utility,North Carolina,2000,4099
utility,North Carolina,2001,4408
utility,North Carolina,2002,4321
utility,North Carolina,2003,4488
utility,North Carolina,2004,4333
utility,North Carolina,2005,3924
utility,North Carolina,2006,4858
utility,North Carolina,2007,4374
utility,North Carolina,2008,4915
utility,North Carolina,2009,5470
utility,North Carolina,2010,7161
utility,North Carolina,2011,7315
utility,North Carolina,2012,8109
utility,North Carolina,2013,8633
utility,North Carolina,2014,9626
utility,North Carolina,2015,9507
utility,North Carolina,2016,10266
utility,North Carolina,2017,10562
utility,North Carolina,2018,8404
utility,North Carolina,2019,11502
utility,North Carolina,2020,10944
utility,North Carolina,2021,10774
utility,North Carolina,2022,2664
utility,North Dakota,1976,38
utility,North Dakota,1977,61
utility,North Dakota,1978,71
utility,North Dakota,1979,31
utility,North Dakota,1980,34
utility,North Dakota,1981,50
utility,North Dakota,1982,34
utility,North Dakota,1983,36
utility,North Dakota,1984,59
utility,North Dakota,1985,54
utility,North Dakota,1986,63
utility,North Dakota,1987,56
utility,North Dakota,1988,45
utility,North Dakota,1989,86
utility,North Dakota,1990,72
utility,North Dakota,1991,105
utility,North Dakota,1992,86
utility,North Dakota,1993,96
utility,North Dakota,1994,84
utility,North Dakota,1995,107
utility,North Dakota,1996,119
utility,North Dakota,1997,78
utility,North Dakota,1998,124
utility,North Dakota,1999,142
utility,North Dakota,2000,173
utility,North Dakota,2001,183
utility,North Dakota,2002,144
utility,North Dakota,2003,120
utility,North Dakota,2004,97
utility,North Dakota,2005,131
utility,North Dakota,2006,141
utility,North Dakota,2007,147
utility,North Dakota,2008,128
utility,North Dakota,2009,184
utility,North Dakota,2010,237
utility,North Dakota,2011,234
utility,North Dakota,2012,215
utility,North Dakota,2013,263
utility,North Dakota,2014,209
utility,North Dakota,2015,245
utility,North Dakota,2016,244
utility,North Dakota,2017,301
utility,North Dakota,2018,260
utility,North Dakota,2019,350
utility,North Dakota,2020,298
utility,North Dakota,2021,334
utility,North Dakota,2022,50
utility,Northern Marianas,2005,1
utility,Northern Marianas,2008,1
utility,Northern Marianas,2017,2
utility,Ohio,1976,4030
utility,Ohio,1977,3813
utility,Ohio,1978,3851
utility,Ohio,1979,2760
utility,Ohio,1980,3274
utility,Ohio,1981,3596
utility,Ohio,1982,3208
utility,Ohio,1983,2998
utility,Ohio,1984,3407
utility,Ohio,1985,3744
utility,Ohio,1986,3477
utility,Ohio,1987,4061
utility,Ohio,1988,3723
utility,Ohio,1989,4561
utility,Ohio,1990,4191
utility,Ohio,1991,4604
utility,Ohio,1992,4839
utility,Ohio,1993,4933
utility,Ohio,1994,5188
utility,Ohio,1995,5004
utility,Ohio,1996,5757
utility,Ohio,1997,6127
utility,Ohio,1998,7103
utility,Ohio,1999,7584
utility,Ohio,2000,7217
utility,Ohio,2001,7555
utility,Ohio,2002,7758
utility,Ohio,2003,7720
utility,Ohio,2004,6967
utility,Ohio,2005,5832
utility,Ohio,2006,6654
utility,Ohio,2007,5933
utility,Ohio,2008,5896
utility,Ohio,2009,6141
utility,Ohio,2010,8613
utility,Ohio,2011,8554
utility,Ohio,2012,9061
utility,Ohio,2013,10303
utility,Ohio,2014,10283
utility,Ohio,2015,9896
utility,Ohio,2016,9747
utility,Ohio,2017,10864
utility,Ohio,2018,8996
utility,Ohio,2019,13271
utility,Ohio,2020,13614
utility,Ohio,2021,12803
utility,Ohio,2022,3064
utility,Oklahoma,1976,898
utility,Oklahoma,1977,774
utility,Oklahoma,1978,931
utility,Oklahoma,1979,656
utility,Oklahoma,1980,862
utility,Oklahoma,1981,946
utility,Oklahoma,1982,739
utility,Oklahoma,1983,831
utility,Oklahoma,1984,1033
utility,Oklahoma,1985,1102
utility,Oklahoma,1986,949
utility,Oklahoma,1987,992
utility,Oklahoma,1988,861
utility,Oklahoma,1989,964
utility,Oklahoma,1990,905
utility,Oklahoma,1991,964
utility,Oklahoma,1992,992
utility,Oklahoma,1993,1094
utility,Oklahoma,1994,1032
utility,Oklahoma,1995,929
utility,Oklahoma,1996,944
utility,Oklahoma,1997,801
utility,Oklahoma,1998,981
utility,Oklahoma,1999,967
utility,Oklahoma,2000,1070
utility,Oklahoma,2001,1242
utility,Oklahoma,2002,985
utility,Oklahoma,2003,1224
utility,Oklahoma,2004,1048
utility,Oklahoma,2005,933
utility,Oklahoma,2006,1258
utility,Oklahoma,2007,1156
utility,Oklahoma,2008,1014
utility,Oklahoma,2009,1037
utility,Oklahoma,2010,1244
utility,Oklahoma,2011,1185
utility,Oklahoma,2012,1118
utility,Oklahoma,2013,1424
utility,Oklahoma,2014,1379
utility,Oklahoma,2015,1366
utility,Oklahoma,2016,1278
utility,Oklahoma,2017,1470
utility,Oklahoma,2018,1072
utility,Oklahoma,2019,1437
utility,Oklahoma,2020,1581
utility,Oklahoma,2021,1665
utility,Oklahoma,2022,476
utility,Oregon,1976,368
utility,Oregon,1977,381
utility,Oregon,1978,411
utility,Oregon,1979,308
utility,Oregon,1980,403
utility,Oregon,1981,417
utility,Oregon,1982,342
utility,Oregon,1983,322
utility,Oregon,1984,472
utility,Oregon,1985,548
utility,Oregon,1986,531
utility,Oregon,1987,749
utility,Oregon,1988,758
utility,Oregon,1989,1002
utility,Oregon,1990,861
utility,Oregon,1991,897
utility,Oregon,1992,880
utility,Oregon,1993,1065
utility,Oregon,1994,1009
utility,Oregon,1995,1362
utility,Oregon,1996,1580
utility,Oregon,1997,1650
utility,Oregon,1998,2430
utility,Oregon,1999,2242
utility,Oregon,2000,2464
utility,Oregon,2001,2773
utility,Oregon,2002,3044
utility,Oregon,2003,3567
utility,Oregon,2004,3844
utility,Oregon,2005,3677
utility,Oregon,2006,5035
utility,Oregon,2007,4518
utility,Oregon,2008,4493
utility,Oregon,2009,4370
utility,Oregon,2010,4991
utility,Oregon,2011,4928
utility,Oregon,2012,5358
utility,Oregon,2013,5705
utility,Oregon,2014,6411
utility,Oregon,2015,6487
utility,Oregon,2016,7977
utility,Oregon,2017,8844
utility,Oregon,2018,6766
utility,Oregon,2019,9921
utility,Oregon,2020,10106
utility,Oregon,2021,9828
utility,Oregon,2022,2573
utility,Pennsylvania,1976,4830
utility,Pennsylvania,1977,4644
utility,Pennsylvania,1978,4613
utility,Pennsylvania,1979,3280
utility,Pennsylvania,1980,4009
utility,Pennsylvania,1981,4168
utility,Pennsylvania,1982,3561
utility,Pennsylvania,1983,3446
utility,Pennsylvania,1984,4078
utility,Pennsylvania,1985,3917
utility,Pennsylvania,1986,3944
utility,Pennsylvania,1987,5006
utility,Pennsylvania,1988,4361
utility,Pennsylvania,1989,5221
utility,Pennsylvania,1990,4886
utility,Pennsylvania,1991,5223
utility,Pennsylvania,1992,5154
utility,Pennsylvania,1993,5374
utility,Pennsylvania,1994,5660
utility,Pennsylvania,1995,5463
utility,Pennsylvania,1996,6105
utility,Pennsylvania,1997,5954
utility,Pennsylvania,1998,7274
utility,Pennsylvania,1999,8183
utility,Pennsylvania,2000,8314
utility,Pennsylvania,2001,8496
utility,Pennsylvania,2002,7854
utility,Pennsylvania,2003,7614
utility,Pennsylvania,2004,6787
utility,Pennsylvania,2005,5774
utility,Pennsylvania,2006,7315
utility,Pennsylvania,2007,6482
utility,Pennsylvania,2008,6258
utility,Pennsylvania,2009,7149
utility,Pennsylvania,2010,9034
utility,Pennsylvania,2011,8785
utility,Pennsylvania,2012,9534
utility,Pennsylvania,2013,10906
utility,Pennsylvania,2014,11358
utility,Pennsylvania,2015,10513
utility,Pennsylvania,2016,10840
utility,Pennsylvania,2017,12079
utility,Pennsylvania,2018,9020
utility,Pennsylvania,2019,12460
utility,Pennsylvania,2020,12803
utility,Pennsylvania,2021,12091
utility,Pennsylvania,2022,3169
utility,Puerto Rico,1976,14
utility,Puerto Rico,1977,19
utility,Puerto Rico,1978,12
utility,Puerto Rico,1979,12
utility,Puerto Rico,1980,13
utility,Puerto Rico,1981,19
utility,Puerto Rico,1982,14
utility,Puerto Rico,1983,15
utility,Puerto Rico,1984,30
utility,Puerto Rico,1985,12
utility,Puerto Rico,1986,30
utility,Puerto Rico,1987,13
utility,Puerto Rico,1988,17
utility,Puerto Rico,1989,29
utility,Puerto Rico,1990,14
utility,Puerto Rico,1991,21
utility,Puerto Rico,1992,25
utility,Puerto Rico,1993,24
utility,Puerto Rico,1994,30
utility,Puerto Rico,1995,11
utility,Puerto Rico,1996,19
utility,Puerto Rico,1997,9
utility,Puerto Rico,1998,12
utility,Puerto Rico,1999,34
utility,Puerto Rico,2000,36
utility,Puerto Rico,2001,36
utility,Puerto Rico,2002,28
utility,Puerto Rico,2003,53
utility,Puerto Rico,2004,32
utility,Puerto Rico,2005,45
utility,Puerto Rico,2006,52
utility,Puerto Rico,2007,45
utility,Puerto Rico,2008,30
utility,Puerto Rico,2009,35
utility,Puerto Rico,2010,56
utility,Puerto Rico,2011,37
utility,Puerto Rico,2012,73
utility,Puerto Rico,2013,40
utility,Puerto Rico,2014,75
utility,Puerto Rico,2015,75
utility,Puerto Rico,2016,96
utility,Puerto Rico,2017,65
utility,Puerto Rico,2018,65
utility,Puerto Rico,2019,96
utility,Puerto Rico,2020,98
utility,Puerto Rico,2021,115
utility,Puerto Rico,2022,17
utility,Rhode Island,1976,189
utility,Rhode Island,1977,185
utility,Rhode Island,1978,195
utility,Rhode Island,1979,123
utility,Rhode Island,1980,168
utility,Rhode Island,1981,149
utility,Rhode Island,1982,131
utility,Rhode Island,1983,140
utility,Rhode Island,1984,180
utility,Rhode Island,1985,152
utility,Rhode Island,1986,154
utility,Rhode Island,1987,159
utility,Rhode Island,1988,192
utility,Rhode Island,1989,254
utility,Rhode Island,1990,247
utility,Rhode Island,1991,303
utility,Rhode Island,1992,305
utility,Rhode Island,1993,354
utility,Rhode Island,1994,372
utility,Rhode Island,1995,359
utility,Rhode Island,1996,455
utility,Rhode Island,1997,510
utility,Rhode Island,1998,569
utility,Rhode Island,1999,499
utility,Rhode Island,2000,625
utility,Rhode Island,2001,632
utility,Rhode Island,2002,573
utility,Rhode Island,2003,585
utility,Rhode Island,2004,660
utility,Rhode Island,2005,506
utility,Rhode Island,2006,629
utility,Rhode Island,2007,535
utility,Rhode Island,2008,449
utility,Rhode Island,2009,476
utility,Rhode Island,2010,632
utility,Rhode Island,2011,679
utility,Rhode Island,2012,692
utility,Rhode Island,2013,739
utility,Rhode Island,2014,853
utility,Rhode Island,2015,800
utility,Rhode Island,2016,878
utility,Rhode Island,2017,947
utility,Rhode Island,2018,778
utility,Rhode Island,2019,1067
utility,Rhode Island,2020,1044
utility,Rhode Island,2021,1020
utility,Rhode Island,2022,217
utility,South Carolina,1976,327
utility,South Carolina,1977,328
utility,South Carolina,1978,389
utility,South Carolina,1979,267
utility,South Carolina,1980,311
utility,South Carolina,1981,393
utility,South Carolina,1982,317
utility,South Carolina,1983,328
utility,South Carolina,1984,389
utility,South Carolina,1985,457
utility,South Carolina,1986,361
utility,South Carolina,1987,440
utility,South Carolina,1988,461
utility,South Carolina,1989,639
utility,South Carolina,1990,607
utility,South Carolina,1991,636
utility,South Carolina,1992,695
utility,South Carolina,1993,722
utility,South Carolina,1994,753
utility,South Carolina,1995,767
utility,South Carolina,1996,855
utility,South Carolina,1997,807
utility,South Carolina,1998,1006
utility,South Carolina,1999,1086
utility,South Carolina,2000,1040
utility,South Carolina,2001,1171
utility,South Carolina,2002,1222
utility,South Carolina,2003,1251
utility,South Carolina,2004,1211
utility,South Carolina,2005,1014
utility,South Carolina,2006,1267
utility,South Carolina,2007,995
utility,South Carolina,2008,845
utility,South Carolina,2009,1112
utility,South Carolina,2010,1311
utility,South Carolina,2011,1624
utility,South Carolina,2012,2035
utility,South Carolina,2013,2163
utility,South Carolina,2014,2318
utility,South Carolina,2015,2398
utility,South Carolina,2016,2609
utility,South Carolina,2017,2772
utility,South Carolina,2018,2349
utility,South Carolina,2019,3120
utility,South Carolina,2020,3216
utility,South Carolina,2021,2610
utility,South Carolina,2022,641
utility,South Dakota,1976,50
utility,South Dakota,1977,44
utility,South Dakota,1978,46
utility,South Dakota,1979,20
utility,South Dakota,1980,29
utility,South Dakota,1981,34
utility,South Dakota,1982,44
utility,South Dakota,1983,31
utility,South Dakota,1984,39
utility,South Dakota,1985,46
utility,South Dakota,1986,34
utility,South Dakota,1987,55
utility,South Dakota,1988,46
utility,South Dakota,1989,42
utility,South Dakota,1990,44
utility,South Dakota,1991,45
utility,South Dakota,1992,50
utility,South Dakota,1993,49
utility,South Dakota,1994,67
utility,South Dakota,1995,49
utility,South Dakota,1996,66
utility,South Dakota,1997,85
utility,South Dakota,1998,83
utility,South Dakota,1999,120
utility,South Dakota,2000,133
utility,South Dakota,2001,113
utility,South Dakota,2002,126
utility,South Dakota,2003,139
utility,South Dakota,2004,135
utility,South Dakota,2005,114
utility,South Dakota,2006,122
utility,South Dakota,2007,102
utility,South Dakota,2008,83
utility,South Dakota,2009,81
utility,South Dakota,2010,142
utility,South Dakota,2011,213
utility,South Dakota,2012,261
utility,South Dakota,2013,321
utility,South Dakota,2014,301
utility,South Dakota,2015,254
utility,South Dakota,2016,293
utility,South Dakota,2017,318
utility,South Dakota,2018,220
utility,South Dakota,2019,310
utility,South Dakota,2020,336
utility,South Dakota,2021,369
utility,South Dakota,2022,82
utility,Tennessee,1976,553
utility,Tennessee,1977,526
utility,Tennessee,1978,523
utility,Tennessee,1979,467
utility,Tennessee,1980,541
utility,Tennessee,1981,618
utility,Tennessee,1982,540
utility,Tennessee,1983,533
utility,Tennessee,1984,635
utility,Tennessee,1985,563
utility,Tennessee,1986,521
utility,Tennessee,1987,542
utility,Tennessee,1988,752
utility,Tennessee,1989,880
utility,Tennessee,1990,883
utility,Tennessee,1991,890
utility,Tennessee,1992,1000
utility,Tennessee,1993,1040
utility,Tennessee,1994,1142
utility,Tennessee,1995,1150
utility,Tennessee,1996,1250
utility,Tennessee,1997,1281
utility,Tennessee,1998,1572
utility,Tennessee,1999,1851
utility,Tennessee,2000,1705
utility,Tennessee,2001,1875
utility,Tennessee,2002,1880
utility,Tennessee,2003,1859
utility,Tennessee,2004,1558
utility,Tennessee,2005,1268
utility,Tennessee,2006,1469
utility,Tennessee,2007,1439
utility,Tennessee,2008,1314
utility,Tennessee,2009,1504
utility,Tennessee,2010,2257
utility,Tennessee,2011,2478
utility,Tennessee,2012,2227
utility,Tennessee,2013,2486
utility,Tennessee,2014,2879
utility,Tennessee,2015,2533
utility,Tennessee,2016,2631
utility,Tennessee,2017,2836
utility,Tennessee,2018,2299
utility,Tennessee,2019,3014
utility,Tennessee,2020,3230
utility,Tennessee,2021,3287
utility,Tennessee,2022,900
utility,Texas,1976,2833
utility,Texas,1977,2729
utility,Texas,1978,2823
utility,Texas,1979,2143
utility,Texas,1980,2599
utility,Texas,1981,2832
utility,Texas,1982,2625
utility,Texas,1983,2790
utility,Texas,1984,3605
utility,Texas,1985,3636
utility,Texas,1986,3683
utility,Texas,1987,4292
utility,Texas,1988,3870
utility,Texas,1989,5408
utility,Texas,1990,4885
utility,Texas,1991,5377
utility,Texas,1992,5859
utility,Texas,1993,6142
utility,Texas,1994,7249
utility,Texas,1995,7383
utility,Texas,1996,8116
utility,Texas,1997,8183
utility,Texas,1998,11334
utility,Texas,1999,12313
utility,Texas,2000,13231
utility,Texas,2001,13734
utility,Texas,2002,13398
utility,Texas,2003,13448
utility,Texas,2004,13736
utility,Texas,2005,12228
utility,Texas,2006,14875
utility,Texas,2007,13653
utility,Texas,2008,13679
utility,Texas,2009,14514
utility,Texas,2010,18433
utility,Texas,2011,18812
utility,Texas,2012,21116
utility,Texas,2013,22969
utility,Texas,2014,24923
utility,Texas,2015,24579
utility,Texas,2016,25286
utility,Texas,2017,26597
utility,Texas,2018,21709
utility,Texas,2019,32032
utility,Texas,2020,32526
utility,Texas,2021,30866
utility,Texas,2022,7516
utility,Utah,1976,280
utility,Utah,1977,303
utility,Utah,1978,238
utility,Utah,1979,259
utility,Utah,1980,305
utility,Utah,1981,294
utility,Utah,1982,261
utility,Utah,1983,261
utility,Utah,1984,342
utility,Utah,1985,383
utility,Utah,1986,324
utility,Utah,1987,435
utility,Utah,1988,399
utility,Utah,1989,531
utility,Utah,1990,560
utility,Utah,1991,644
utility,Utah,1992,692
utility,Utah,1993,790
utility,Utah,1994,784
utility,Utah,1995,1046
utility,Utah,1996,1094
utility,Utah,1997,1300
utility,Utah,1998,1491
utility,Utah,1999,1446
utility,Utah,2000,1563
utility,Utah,2001,1547
utility,Utah,2002,1518
utility,Utah,2003,1440
utility,Utah,2004,1471
utility,Utah,2005,1206
utility,Utah,2006,1684
utility,Utah,2007,1654
utility,Utah,2008,1611
utility,Utah,2009,1940
utility,Utah,2010,2563
utility,Utah,2011,2674
utility,Utah,2012,2806
utility,Utah,2013,3211
utility,Utah,2014,3448
utility,Utah,2015,3522
utility,Utah,2016,3228
utility,Utah,2017,3977
utility,Utah,2018,3062
utility,Utah,2019,4758
utility,Utah,2020,4598
utility,Utah,2021,3948
utility,Utah,2022,946
utility,Vermont,1976,118
utility,Vermont,1977,103
utility,Vermont,1978,98
utility,Vermont,1979,55
utility,Vermont,1980,74
utility,Vermont,1981,115
utility,Vermont,1982,99
utility,Vermont,1983,105
utility,Vermont,1984,152
utility,Vermont,1985,137
utility,Vermont,1986,153
utility,Vermont,1987,138
utility,Vermont,1988,179
utility,Vermont,1989,235
utility,Vermont,1990,218
utility,Vermont,1991,204
utility,Vermont,1992,253
utility,Vermont,1993,304
utility,Vermont,1994,315
utility,Vermont,1995,358
utility,Vermont,1996,607
utility,Vermont,1997,673
utility,Vermont,1998,837
utility,Vermont,1999,873
utility,Vermont,2000,1004
utility,Vermont,2001,1363
utility,Vermont,2002,1420
utility,Vermont,2003,1259
utility,Vermont,2004,1095
utility,Vermont,2005,1027
utility,Vermont,2006,1318
utility,Vermont,2007,1376
utility,Vermont,2008,1336
utility,Vermont,2009,1369
utility,Vermont,2010,2075
utility,Vermont,2011,1771
utility,Vermont,2012,1611
utility,Vermont,2013,1706
utility,Vermont,2014,1785
utility,Vermont,2015,1493
utility,Vermont,2016,1383
utility,Vermont,2017,1298
utility,Vermont,2018,947
utility,Vermont,2019,1109
utility,Vermont,2020,1071
utility,Vermont,2021,929
utility,Vermont,2022,202
utility,Virgin Islands,1998,1
utility,Virgin Islands,2000,1
utility,Virgin Islands,2001,1
utility,Virginia,1976,932
utility,Virginia,1977,859
utility,Virginia,1978,773
utility,Virginia,1979,596
utility,Virginia,1980,803
utility,Virginia,1981,816
utility,Virginia,1982,769
utility,Virginia,1983,728
utility,Virginia,1984,848
utility,Virginia,1985,893
utility,Virginia,1986,813
utility,Virginia,1987,919
utility,Virginia,1988,768
utility,Virginia,1989,1230
utility,Virginia,1990,1283
utility,Virginia,1991,1451
utility,Virginia,1992,1602
utility,Virginia,1993,1680
utility,Virginia,1994,1536
utility,Virginia,1995,1548
utility,Virginia,1996,1686
utility,Virginia,1997,1697
utility,Virginia,1998,2156
utility,Virginia,1999,2142
utility,Virginia,2000,2356
utility,Virginia,2001,2251
utility,Virginia,2002,2366
utility,Virginia,2003,2304
utility,Virginia,2004,2329
utility,Virginia,2005,2113
utility,Virginia,2006,2502
utility,Virginia,2007,2305
utility,Virginia,2008,2434
utility,Virginia,2009,2550
utility,Virginia,2010,3978
utility,Virginia,2011,4017
utility,Virginia,2012,4213
utility,Virginia,2013,4706
utility,Virginia,2014,5264
utility,Virginia,2015,5386
utility,Virginia,2016,5297
utility,Virginia,2017,5559
utility,Virginia,2018,4962
utility,Virginia,2019,7531
utility,Virginia,2020,7752
utility,Virginia,2021,7170
utility,Virginia,2022,2058
utility,Washington,1976,718
utility,Washington,1977,673
utility,Washington,1978,711
utility,Washington,1979,554
utility,Washington,1980,689
utility,Washington,1981,733
utility,Washington,1982,688
utility,Washington,1983,645
utility,Washington,1984,718
utility,Washington,1985,867
utility,Washington,1986,860
utility,Washington,1987,1063
utility,Washington,1988,1047
utility,Washington,1989,1507
utility,Washington,1990,1474
utility,Washington,1991,1590
utility,Washington,1992,1720
