node1,node2,year,patent_counts
A61,G02,2021,617
C07,C12,2022,616
H04,H02,2019,616
B60,B62,2022,615
Y10,B29,2015,615
G02,G06,2016,614
Y10,F16,2018,613
H04,H02,2021,613
Y10,B82,2012,613
Y02,H04,2018,612
F05,F01,2022,612
H02,G06,2019,612
G09,G06,2013,612
G01,H04,2013,612
H03,H04,2011,612
H04,G09,2014,611
Y02,G01,2018,610
Y10,G01,2017,610
H02,G06,2021,610
F02,F01,2014,610
C07,G01,2018,609
G11,H01,2014,609
C09,H01,2017,608
H02,H04,2021,608
B62,B60,2017,607
B32,Y10,2020,607
Y10,B23,2011,606
H04,H05,2017,606
H02,H05,2019,606
G07,G06,2018,605
H01,G06,2013,605
C12,Y02,2013,605
G03,G02,2016,604
G01,C07,2021,604
G01,H01,2012,603
B32,B29,2020,603
Y02,F02,2018,603
H04,Y10,2014,602
B60,G01,2016,602
Y10,H05,2011,602
G02,H01,2022,601
G16,G06,2014,600
Y02,H02,2011,600
Y02,C07,2016,600
G02,H01,2013,599
Y02,C07,2015,599
H01,H04,2012,599
Y10,H05,2016,599
A61,G16,2012,598
Y02,F02,2015,598
F16,B60,2014,597
B01,G01,2014,597
H05,H04,2020,597
G06,H05,2015,597
A61,H04,2018,596
G01,C07,2016,595
C08,C07,2019,594
G07,H04,2020,594
H01,B60,2017,594
C07,B01,2019,593
Y02,F01,2016,593
F01,F02,2014,592
C08,Y02,2020,592
F05,Y02,2013,591
C08,H01,2019,591
Y10,B82,2014,591
C07,G01,2014,590
B60,F16,2013,590
G07,H04,2019,588
G01,G02,2016,588
H04,H01,2013,588
Y02,F01,2018,586
B60,H04,2017,585
G06,G11,2012,585
H04,A61,2021,584
G06,H03,2014,584
C09,H01,2021,584
B60,G01,2022,583
H05,G06,2016,582
C23,H01,2019,582
C07,B01,2020,581
G01,Y02,2013,581
F05,F01,2015,581
Y02,F02,2016,580
C08,H01,2017,580
Y02,G06,2012,579
G02,G01,2017,579
G16,G06,2017,579
B29,Y10,2019,579
Y10,B82,2015,579
B65,Y10,2014,578
G01,C07,2015,578
Y02,F02,2014,578
B60,H02,2015,578
F01,F05,2015,578
H04,Y10,2015,578
H02,Y10,2016,578
A61,Y02,2022,578
H05,H02,2019,577
Y10,C09,2015,577
G07,G06,2016,576
H01,H03,2018,576
B01,C07,2014,575
G01,G02,2018,575
H04,H03,2022,575
G11,H01,2017,574
B01,G01,2018,574
H04,H05,2021,574
G03,G02,2015,574
G09,H04,2018,573
A61,Y10,2021,573
B23,Y10,2018,572
G07,H04,2021,572
G11,G06,2022,572
F01,F05,2014,571
H01,Y10,2021,571
G07,G06,2013,571
Y10,Y02,2020,570
H01,C23,2013,570
H02,B60,2018,569
Y02,B01,2019,569
G11,G06,2011,568
G02,G03,2015,568
G06,G01,2011,567
H01,C07,2019,566
H03,H01,2021,566
B23,Y10,2012,565
G01,H02,2017,565
A61,C08,2020,564
H01,C23,2012,564
G01,C12,2012,563
Y02,F05,2017,563
G01,Y10,2018,562
H03,H01,2017,561
C23,H01,2017,561
Y02,C07,2017,561
G06,H02,2020,561
F01,F05,2016,560
B23,Y10,2019,560
C07,G01,2013,560
H02,Y10,2015,560
C09,H01,2016,559
H04,G11,2011,559
G06,G02,2015,559
G03,H04,2014,559
H04,G11,2013,559
F02,F05,2018,559
G02,G03,2018,558
Y02,F05,2018,558
H01,G11,2018,558
G06,H01,2014,558
H01,G03,2020,557
Y10,B60,2016,557
B32,B29,2021,557
H01,C09,2014,557
Y02,H04,2013,556
G06,G11,2011,555
H02,Y10,2017,555
G06,A61,2014,555
G01,C12,2011,555
G16,G06,2018,555
Y10,B32,2012,554
G03,G02,2018,553
Y02,F01,2015,553
C08,Y02,2017,553
C08,Y02,2016,552
B29,Y10,2018,552
C08,Y02,2019,552
B65,Y10,2015,551
H01,H03,2015,551
G02,Y10,2017,550
F05,F02,2017,550
G03,H04,2018,550
H01,G03,2019,550
Y10,A61,2016,549
F16,Y10,2021,549
H05,Y02,2022,549
G11,H01,2013,548
G06,B60,2022,548
H02,H04,2017,548
H03,H04,2022,548
A61,H04,2016,547
B60,F16,2012,547
H04,Y10,2012,547
Y02,F01,2014,546
Y10,B32,2011,546
Y02,F05,2014,545
H03,G06,2014,545
B32,B29,2019,545
B01,C12,2020,545
G09,H04,2014,544
B62,B60,2018,544
Y10,C08,2015,544
A61,C08,2019,544
G07,G06,2015,544
H05,H02,2020,543
H02,B60,2016,543
C09,C07,2019,543
B01,C12,2021,543
G01,Y10,2019,542
C08,C07,2017,542
B60,G06,2016,542
Y02,G06,2022,542
H01,H02,2012,542
G01,B60,2017,542
G01,C07,2018,542
H01,C08,2019,541
H05,H04,2021,541
F05,F01,2014,541
B60,G01,2015,541
G06,H02,2021,540
H04,G11,2021,540
Y10,B29,2013,539
G03,G02,2014,539
B65,Y10,2016,538
G09,G02,2017,538
H01,G06,2012,538
H02,G01,2018,537
G06,H02,2019,536
H03,G06,2018,534
B32,C08,2020,534
Y02,C07,2014,534
Y10,H01,2018,534
G01,C07,2014,534
H04,G16,2021,534
H04,G07,2017,533
H02,H01,2013,533
F16,Y02,2016,532
B32,Y10,2021,532
A61,C08,2017,532
G02,Y10,2013,532
H01,C23,2011,530
G02,H01,2012,530
C09,C08,2012,530
C23,H01,2016,530
C08,H01,2021,529
G02,H04,2013,529
G02,G09,2017,529
G09,G02,2016,529
H04,G02,2013,528
G02,H01,2011,526
G06,B60,2017,526
F16,F02,2019,526
G06,G03,2020,525
Y10,B65,2014,525
Y02,H05,2015,524
F16,F02,2020,524
G01,H04,2012,524
H05,G06,2015,523
H02,H05,2020,523
B60,B62,2014,522
H01,C09,2013,522
H02,H03,2019,521
H04,G03,2011,521
G06,B60,2018,521
B01,C12,2019,520
F16,B60,2013,520
H04,Y10,2013,520
G06,G16,2013,520
H02,H03,2020,519
Y02,H05,2021,519
F05,F01,2012,519
Y02,B01,2020,519
H01,C08,2020,518
Y10,B60,2011,518
C08,C07,2020,518
Y10,B29,2011,518
B60,H01,2017,518
Y02,B01,2017,518
F16,B60,2022,517
F05,F01,2013,516
G11,H01,2011,516
B60,H04,2018,516
C12,G01,2011,516
C12,G01,2012,515
C08,C07,2016,514
H04,H01,2012,514
F01,F02,2013,514
C23,H01,2021,512
F01,F05,2022,511
Y02,H05,2014,511
C09,H01,2018,511
C12,Y02,2012,509
H02,G01,2016,509
G01,H01,2011,509
G07,G06,2014,508
G01,B01,2017,508
H04,H02,2017,508
G09,G02,2015,508
H04,G01,2011,508
G01,Y02,2012,507
A61,H01,2020,507
G16,G06,2016,507
B01,G01,2012,507
H04,G16,2020,505
H02,Y10,2014,505
G01,C07,2013,505
G01,B60,2018,505
C08,Y02,2021,505
C23,H01,2015,504
G02,G03,2014,504
Y10,H01,2019,504
Y02,B01,2016,503
F01,F16,2020,502
C08,H01,2016,502
F16,F01,2019,501
B60,Y10,2020,499
Y10,B29,2016,499
G03,H04,2013,499
Y02,G01,2014,499
B29,C08,2020,498
H04,G02,2012,497
H04,G11,2018,497
F16,Y02,2015,496
G06,G03,2019,496
B01,G01,2013,496
Y10,C09,2016,495
C08,B29,2021,494
G06,H03,2022,494
H04,Y10,2016,494
H03,G01,2020,494
H01,C07,2021,494
C09,H01,2015,493
Y02,B01,2015,493
H03,H01,2016,493
Y02,C07,2020,492
B62,B60,2016,492
C08,C07,2021,491
G09,G02,2018,491
H01,B60,2018,490
Y10,G06,2016,489
F02,F01,2012,489
A61,C08,2014,488
C09,C08,2022,488
Y10,B01,2011,488
B65,Y10,2011,488
C09,C08,2011,488
Y02,F01,2013,487
G01,B01,2016,486
Y10,B82,2013,486
H02,G06,2017,486
Y02,B60,2012,485
H03,H01,2018,485
A61,C08,2016,485
Y10,C09,2017,485
Y02,F05,2016,485
F16,Y02,2018,484
C09,C07,2017,484
F05,F02,2022,483
H05,H04,2017,483
H01,G06,2011,482
A61,C08,2021,482
H01,H04,2011,482
H02,B60,2022,481
C08,B29,2020,481
F02,F05,2017,480
G07,G06,2022,479
H02,H04,2018,479
F01,F02,2012,479
F16,F01,2020,479
Y02,F02,2013,479
B65,Y10,2017,478
F01,F02,2022,478
G02,G01,2018,478
Y02,F05,2015,478
B32,C08,2021,477
G07,G06,2011,477
B29,B32,2020,477
B60,H02,2022,476
C07,B01,2021,476
H03,H02,2019,476
Y10,C08,2016,476
A61,H01,2021,476
H01,G03,2017,476
C07,G01,2011,474
B60,G07,2021,474
G02,G06,2015,474
F02,F01,2013,473
Y02,B01,2021,473
G01,G06,2011,472
A61,H04,2015,472
H04,G07,2018,472
C09,H01,2014,471
C07,C09,2019,471
G11,H04,2011,471
H04,B60,2018,471
Y02,H05,2018,471
G02,H04,2012,470
Y02,Y10,2020,470
H04,A61,2017,470
C08,Y02,2015,469
G02,G09,2018,468
B60,G06,2015,468
C23,H01,2014,468
H02,H04,2016,468
G02,Y10,2011,468
B01,C07,2013,468
H01,C07,2020,468
C09,C07,2020,467
B60,B62,2013,467
Y10,H05,2017,467
B32,C08,2019,467
G09,G06,2012,467
G11,H01,2012,466
B29,C08,2021,466
H01,C07,2017,466
F01,Y10,2015,465
Y10,A61,2017,465
B23,Y10,2011,465
H01,G03,2016,465
G09,H04,2013,464
F16,H02,2020,464
G02,Y10,2012,464
H03,G01,2019,463
F02,F16,2019,462
F01,F16,2019,462
G01,C07,2011,462
A61,G06,2012,462
C12,G01,2022,462
G06,Y10,2019,461
H04,G07,2016,461
G01,H03,2020,460
H01,B60,2016,460
Y10,B29,2012,460
B60,G07,2020,460
G02,G09,2016,460
C07,G01,2012,459
H04,B60,2017,459
G03,H01,2019,459
B60,F16,2022,459
Y10,F16,2020,457
H01,H02,2011,457
Y02,C07,2013,457
Y10,B65,2011,456
Y02,F01,2012,456
H04,H05,2016,456
G16,G06,2015,456
A61,B01,2019,455
G06,H01,2013,455
H02,H05,2021,455
F02,F16,2020,455
F02,F01,2022,455
A61,B01,2020,455
Y02,F05,2013,454
B01,A61,2021,453
H03,H02,2020,453
B23,Y02,2020,453
G01,G02,2015,453
Y02,C07,2021,453
G01,C12,2022,452
B65,Y10,2013,452
F01,F05,2012,452
Y10,G02,2015,452
H01,C08,2017,452
C08,C07,2015,452
H04,G09,2013,451
G02,G01,2016,451
G07,G06,2012,450
H05,H02,2021,450
H05,Y10,2018,450
G16,A61,2017,449
G02,G09,2015,449
Y02,F05,2012,449
B01,C12,2017,449
F05,Y02,2011,449
B62,B60,2022,448
H04,G09,2022,448
A61,C08,2015,448
H02,G01,2022,448
B82,Y10,2011,448
B01,G01,2011,448
F16,Y02,2014,446
B29,C08,2019,446
H01,C09,2011,446
A61,G02,2017,446
H01,G03,2021,446
B62,B60,2015,446
Y02,H04,2012,446
C07,C09,2020,446
Y10,B29,2017,445
C09,C07,2016,444
H04,G03,2022,444
H04,H02,2018,444
G03,H01,2020,444
F16,F02,2021,443
C08,Y10,2018,443
H01,C09,2012,443
H02,H05,2017,443
A61,H01,2019,442
B65,Y10,2012,442
A61,H04,2022,442
A61,C08,2013,441
G11,H04,2012,441
Y02,C07,2018,441
H01,H03,2014,440
Y10,G02,2014,440
G02,H05,2020,440
Y10,B65,2015,440
G01,B01,2015,440
Y10,B01,2014,439
G07,H04,2017,438
F01,Y10,2014,438
H02,H01,2012,438
Y10,B65,2013,438
G03,G06,2020,437
H03,H01,2015,437
H05,H02,2017,437
G06,G09,2012,437
B60,H01,2016,437
G11,H01,2018,437
Y02,F02,2012,437
G01,C07,2012,436
C08,Y10,2019,436
B60,H04,2022,436
G03,G06,2019,435
B29,B32,2019,435
B01,A61,2020,435
H01,B60,2022,434
B82,Y10,2014,434
G01,B60,2022,434
F01,F05,2013,434
A61,B65,2019,433
G01,H05,2020,433
H01,B82,2018,431
Y10,B60,2017,430
H04,G02,2011,430
H01,C09,2022,430
B32,C09,2020,430
H04,A61,2016,429
B01,A61,2019,429
G01,H02,2018,429
G09,G02,2014,428
F16,H02,2021,428
A61,B01,2021,428
H01,G11,2022,427
C07,B01,2017,427
G16,G06,2013,427
C07,B01,2016,427
G01,B60,2016,427
C08,B29,2019,427
C07,Y02,2022,426
Y02,B01,2014,426
H04,H01,2011,426
C23,H01,2018,426
C08,H01,2018,425
H01,C08,2016,425
G16,A61,2022,425
H05,H04,2018,425
F16,B60,2012,424
Y02,G06,2011,424
H01,C07,2018,423
Y02,G01,2022,423
H05,Y10,2019,423
Y10,B23,2018,422
H02,G06,2016,422
G02,A61,2019,422
F01,Y10,2017,421
G02,H05,2019,421
G02,H04,2011,421
Y10,G02,2013,421
H02,H05,2016,421
C08,H01,2015,421
C07,Y10,2011,420
Y10,B82,2017,420
H02,F16,2020,420
B29,Y10,2020,419
B32,H01,2020,419
A61,C08,2018,418
G03,G02,2013,418
B32,B29,2017,418
Y10,C08,2017,418
B60,G07,2019,417
F16,H02,2019,417
C12,Y02,2011,416
Y10,B82,2016,416
G06,A61,2012,416
B82,Y10,2015,416
Y02,B01,2013,416
C08,Y02,2014,415
H02,B60,2015,415
Y02,F16,2020,415
B29,Y02,2017,415
C07,C08,2016,414
H01,G09,2022,414
F01,Y10,2016,414
B01,G01,2022,414
H01,C07,2016,414
B82,H01,2014,414
G01,G16,2021,414
H04,A61,2018,413
F01,F02,2011,413
H03,G06,2013,411
B60,H04,2016,411
G02,A61,2020,411
G11,H04,2013,410
B82,H01,2013,410
G02,G01,2022,410
C09,Y02,2019,409
G02,G01,2015,408
G01,H02,2016,407
A61,G16,2011,407
C07,B01,2015,407
B60,H01,2018,407
G01,Y02,2011,407
Y02,G01,2013,406
H01,C07,2015,406
Y10,H02,2014,406
G06,A61,2013,406
G03,H01,2021,405
Y10,B23,2019,405
C07,C08,2019,405
B29,Y02,2018,405
G01,B01,2018,405
G01,G16,2019,404
G11,H03,2020,404
G01,G02,2014,404
Y10,H04,2014,403
Y10,B01,2012,402
A61,B65,2020,402
H02,H03,2017,402
F16,F01,2021,401
Y10,H02,2016,401
G01,G02,2022,400
B32,C09,2019,400
B29,B32,2021,400
B60,H02,2014,399
H03,G01,2021,399
C23,H01,2013,399
C08,C07,2018,399
H01,C08,2021,399
G01,H03,2021,398
Y10,H02,2015,398
G06,Y10,2018,398
C08,H01,2014,398
H05,G02,2020,398
Y02,F16,2019,398
B60,F16,2011,397
H01,B82,2022,397
H03,G06,2022,397
B23,Y10,2020,396
G16,A61,2018,396
B60,G02,2020,396
A61,B65,2017,396
G01,H03,2019,395
C09,H01,2013,395
G02,G03,2013,395
G01,G16,2020,395
C09,C07,2018,395
G06,H03,2013,395
A61,G02,2018,395
C08,B32,2020,395
H02,F16,2019,394
G11,H04,2020,394
A61,H04,2014,394
C08,A61,2020,394
H05,H02,2018,393
G06,G03,2021,393
Y10,G06,2017,393
C08,C07,2014,393
F02,F16,2021,393
H05,G01,2020,392
Y10,H01,2020,392
B60,F02,2019,392
G11,H03,2019,391
H04,G07,2022,391
H02,H01,2011,391
G06,H05,2022,391
G11,B82,2011,391
C09,C07,2021,391
G02,G03,2012,390
C23,H01,2012,390
H02,H03,2021,390
Y10,B65,2012,390
H04,Y10,2017,390
H05,H02,2016,390
B82,Y10,2016,389
Y02,H05,2013,389
C07,C08,2020,389
Y10,B32,2019,388
G01,H04,2011,388
A61,B01,2017,388
H04,G16,2019,388
G16,G06,2012,387
H02,Y10,2013,387
G11,H04,2019,387
C09,Y02,2020,387
Y10,B01,2013,387
G11,H04,2017,387
G09,H04,2022,387
B01,C12,2016,385
F01,F16,2021,385
Y10,G02,2016,385
B01,C12,2015,385
F16,G01,2019,384
H01,C08,2015,383
H04,G07,2015,383
G16,A61,2016,383
G02,G03,2022,382
H01,G03,2015,382
G11,Y10,2011,382
Y02,B01,2018,382
B01,C07,2012,381
Y10,B01,2015,381
Y02,C07,2012,381
Y10,B65,2016,381
F16,F05,2019,381
Y10,F01,2014,380
G09,H04,2012,380
C09,Y10,2018,380
B29,C08,2017,380
B32,B29,2018,380
H05,G06,2022,380
G06,H02,2017,380
H01,G03,2014,379
G01,Y10,2020,379
Y10,H04,2011,379
C23,Y10,2017,379
G03,G02,2011,379
B23,Y02,2019,379
G06,H05,2014,378
Y10,G02,2012,378
B01,C08,2020,378
G16,H04,2021,377
G03,Y10,2011,377
H04,H05,2015,377
H02,H05,2018,377
G06,G16,2012,377
B82,H01,2011,377
Y10,G02,2011,376
C07,C09,2017,376
G11,H04,2014,376
B32,H01,2019,376
H02,G06,2018,376
A61,B65,2021,376
G03,G02,2022,375
H01,A61,2019,375
C07,C08,2017,375
B32,Y02,2020,375
C09,C07,2015,374
B32,C09,2021,374
G01,B01,2014,374
Y10,Y02,2021,373
G11,Y10,2012,373
C07,B01,2018,373
F02,Y10,2016,373
C23,Y10,2015,373
F05,F02,2016,372
F02,F01,2011,372
F16,F05,2020,372
F02,Y10,2015,371
C08,B29,2017,371
F02,F05,2015,371
H01,C08,2018,371
C07,C09,2016,370
C23,Y10,2014,370
F02,Y10,2017,370
G03,Y10,2014,369
F02,F05,2022,369
B32,B29,2016,369
H05,G02,2019,369
G03,H04,2011,368
G09,G06,2011,368
Y02,B60,2011,368
G07,H04,2018,368
C07,C08,2015,368
H01,B60,2015,367
F16,Y02,2013,367
G03,Y10,2015,367
G06,G09,2011,367
G02,H05,2021,367
B01,C07,2011,367
Y10,H04,2013,367
H04,B60,2022,366
B60,G02,2019,366
C08,Y02,2013,366
F05,F01,2011,366
C23,Y10,2016,365
A61,G06,2011,365
C07,C09,2021,365
C08,B01,2020,365
B23,Y02,2021,365
G03,H04,2012,365
G06,G03,2017,364
Y10,H04,2012,364
A61,H05,2020,364
H04,G09,2012,363
B60,B62,2012,363
Y02,H04,2022,363
Y10,H02,2013,362
G06,B60,2016,362
H05,G01,2019,361
C08,A61,2019,361
B60,H01,2015,361
A61,H05,2019,361
G16,A61,2014,360
C23,Y10,2011,360
G16,H04,2020,360
B01,C08,2021,360
B60,F02,2017,360
C08,A61,2021,360
C07,G01,2022,359
Y02,F16,2021,358
C23,H01,2011,358
H03,G11,2019,358
H01,H03,2013,358
C08,C07,2013,358
F16,Y02,2012,358
C08,Y02,2018,358
H03,H02,2021,357
G01,H05,2019,356
Y10,B32,2018,356
G02,G09,2022,355
C23,Y10,2013,355
F02,F05,2016,355
G06,H01,2012,355
F16,F02,2018,355
G02,Y02,2020,355
H05,H04,2016,355
Y02,F05,2011,354
H04,G07,2014,354
C08,B32,2019,354
G06,G03,2016,353
F16,F02,2017,353
B29,B32,2017,352
Y02,C07,2011,352
H01,A61,2020,352
B01,C08,2019,352
H02,F16,2021,351
C07,C09,2015,350
H01,B23,2020,350
G11,Y10,2013,350
G03,H01,2016,350
B82,H01,2012,350
C09,Y02,2017,350
B01,Y10,2018,350
H02,Y10,2012,349
C09,Y02,2021,349
H01,H03,2022,349
G02,A61,2021,349
F01,Y10,2013,349
B32,Y02,2019,349
G06,G03,2015,348
F16,B60,2011,348
F05,F16,2020,348
B29,Y02,2022,348
H01,C08,2014,347
B82,Y10,2013,347
C09,Y10,2019,347
G06,Y10,2020,347
Y02,H04,2011,347
F01,Y10,2012,347
G03,H01,2017,347
H04,H02,2016,346
B82,H01,2015,346
C07,B01,2014,346
H02,G01,2015,346
G09,G02,2012,345
G06,G02,2014,345
Y02,F05,2022,345
Y10,H04,2015,345
F02,F05,2014,344
G03,G02,2012,344
G09,H01,2022,344
H01,B23,2019,344
B60,G01,2014,344
G03,H04,2022,344
G03,H01,2015,344
B82,Y10,2012,344
B62,B60,2014,343
H05,G02,2021,343
B01,C08,2017,343
H04,A61,2015,343
C08,B29,2016,342
F16,G01,2020,342
C07,Y10,2014,341
B29,Y02,2016,341
G02,B60,2020,341
G11,H04,2015,341
B01,F01,2019,341
C07,Y10,2012,341
Y02,F02,2022,341
H05,G01,2021,340
B32,C08,2017,340
Y02,C12,2019,340
G02,G09,2014,339
G01,H05,2021,339
G16,H04,2019,339
G01,F16,2020,339
Y02,F02,2011,339
A61,B65,2016,338
F16,F01,2017,337
A61,H01,2016,337
A61,H01,2017,337
H01,B23,2021,337
G11,H04,2016,337
C07,C09,2018,337
G02,Y02,2019,336
Y10,H04,2016,336
G06,H02,2018,336
Y02,B01,2011,335
C12,Y02,2022,335
F16,G01,2021,335
H01,C23,2022,335
G01,B01,2013,335
G03,G06,2021,335
Y02,B01,2012,335
C09,Y02,2016,334
G02,G03,2011,334
H01,G03,2018,334
F02,Y10,2014,334
Y02,F16,2017,333
G09,H01,2017,333
H01,B23,2017,332
G01,H02,2022,332
C07,Y10,2015,331
B29,C08,2016,331
C09,G02,2020,331
H01,G09,2018,330
F01,F16,2018,329
C09,C07,2013,329
B60,F02,2020,329
G16,A61,2015,329
H02,Y10,2011,329
C08,B32,2021,329
G09,H01,2018,328
Y02,C12,2016,328
C09,C07,2014,327
G02,H05,2017,327
H03,H01,2014,327
C09,G02,2019,327
A61,B01,2018,326
A61,H05,2018,326
G11,H03,2021,326
G09,G02,2022,326
H02,G06,2015,326
F02,B60,2020,325
B01,A61,2017,325
Y10,H02,2012,325
A61,H01,2015,325
A61,G02,2015,325
C08,A61,2017,325
B01,C07,2022,325
B29,B65,2020,324
C08,A61,2015,324
F16,B62,2020,324
Y10,G01,2018,324
H03,H02,2017,324
H04,G16,2022,324
Y10,F01,2015,323
B29,B32,2016,323
F02,F16,2017,323
Y10,B65,2017,322
Y10,C23,2013,322
C09,H01,2011,322
B32,C08,2018,322
H05,G06,2014,322
Y10,C23,2012,322
B32,Y02,2021,321
Y02,G01,2012,321
C09,H01,2012,321
H03,Y02,2020,320
F01,F16,2017,320
B01,F01,2020,320
G11,B82,2012,320
B01,C12,2018,320
B62,Y10,2015,320
G07,B60,2019,320
G02,C09,2020,319
G09,G02,2013,319
F05,F02,2015,319
H01,G09,2017,318
Y02,F16,2015,318
B60,F02,2015,318
G07,H04,2016,318
B62,Y10,2014,318
Y10,C23,2014,318
C08,B01,2021,318
A61,B29,2020,318
G01,F16,2019,317
G01,G07,2021,317
H04,G16,2017,317
F05,F02,2014,317
B60,G02,2021,317
A61,B29,2021,317
Y02,F01,2022,317
Y02,F01,2011,317
F16,F05,2021,316
G09,Y02,2020,316
A61,F16,2020,316
Y02,C12,2017,316
C08,Y10,2020,316
A61,G09,2019,316
G11,H03,2017,315
H01,C08,2013,315
B62,Y10,2016,315
B29,B65,2019,315
C08,A61,2016,315
B29,Y02,2015,315
C08,A61,2014,315
G02,A61,2017,315
G01,H02,2015,315
A61,B65,2018,314
B60,F02,2016,314
C07,C08,2018,314
B01,C08,2016,314
C08,B29,2015,314
A61,G02,2016,314
G16,G01,2021,314
B60,H01,2022,314
H01,G03,2012,314
G03,Y10,2012,313
F05,F16,2019,313
A61,B29,2019,313
G01,G07,2020,313
G01,H03,2017,313
C08,B01,2019,312
B65,Y10,2019,312
G16,G06,2011,312
F16,H02,2016,312
G06,H01,2011,312
Y02,Y10,2021,312
H03,H02,2016,312
B32,B29,2015,311
B01,Y10,2019,311
C23,Y10,2012,311
F01,Y10,2011,311
Y02,H05,2012,311
B60,H02,2013,311
Y10,C07,2011,311
H05,G09,2020,310
H03,G01,2017,310
G11,H03,2016,310
G01,B60,2015,310
G01,G16,2017,309
Y10,B32,2020,309
H02,Y10,2019,309
H01,A61,2017,309
G01,B01,2022,309
A61,C08,2012,309
H01,B23,2016,309
C09,Y02,2015,308
B29,F16,2019,308
F16,H02,2017,308
A61,G09,2020,308
Y10,G01,2019,308
B29,B65,2021,307
H01,G03,2013,307
G01,G07,2019,307
C08,H01,2013,307
G01,F16,2021,307
H05,G01,2017,307
H03,G06,2012,307
G01,H05,2018,307
G11,Y10,2014,307
H02,H04,2022,306
C12,B01,2021,306
G02,G01,2014,306
F16,B62,2021,305
B29,B32,2018,305
B65,A61,2020,305
G07,B60,2020,304
B60,B62,2011,304
B01,A61,2016,304
H01,B32,2019,304
Y10,B23,2020,304
Y10,C23,2011,303
Y10,A61,2019,303
H05,Y10,2020,303
G06,G16,2011,303
H01,B32,2020,303
Y10,G02,2017,303
B01,A61,2015,302
Y10,F16,2021,302
A61,H01,2018,302
H02,H04,2015,302
G02,C09,2019,302
H02,Y10,2018,301
F01,F05,2011,300
A61,B01,2015,300
C12,B01,2020,300
Y10,H02,2017,300
F16,Y02,2022,300
H04,G07,2012,300
G01,C07,2022,300
A61,G09,2021,300
Y10,H02,2011,300
C09,Y02,2018,299
H02,H03,2018,299
G01,G03,2019,299
G16,G01,2020,299
A61,B65,2015,299
H04,A61,2014,298
F16,F01,2018,298
H03,G01,2016,298
C09,H05,2015,298
G11,H03,2015,298
H02,F16,2017,298
H02,G06,2022,298
G03,G06,2016,297
A61,G02,2022,297
A61,H01,2014,297
B32,C09,2017,297
G03,G06,2017,297
C09,G02,2021,296
G11,H01,2022,296
G01,G03,2020,296
H04,B60,2016,295
G06,G03,2014,295
F16,G01,2017,295
F05,F16,2021,295
H03,H01,2022,295
F02,B60,2019,295
B29,C08,2018,294
H01,C08,2011,294
A61,H05,2021,294
Y10,C09,2019,294
H01,A61,2021,293
B62,B60,2013,293
B65,A61,2019,293
H01,A61,2016,293
Y10,F01,2013,293
Y10,F01,2012,292
G16,G01,2019,292
C08,A61,2013,292
C08,Y02,2012,292
B60,F02,2021,292
H05,H02,2015,291
G06,B60,2015,291
B60,H04,2015,291
G03,Y10,2013,290
A61,B01,2016,290
H03,G11,2016,290
B01,C12,2014,290
B32,H01,2021,290
A61,F16,2019,290
C07,C08,2021,289
G09,Y02,2019,289
H04,H05,2022,288
H01,B32,2017,288
Y02,C12,2014,288
F05,Y10,2014,288
A61,G02,2014,288
G02,C09,2021,287
Y02,C12,2020,287
G01,H05,2017,287
G01,Y10,2021,287
C12,Y10,2014,287
G03,H01,2018,287
G06,A61,2011,286
G11,H04,2021,286
H02,B60,2014,286
H04,G07,2011,286
H03,G11,2020,286
Y10,B62,2014,286
H04,G09,2011,286
G16,A61,2013,286
G03,H01,2014,286
B60,G06,2014,286
G01,G02,2013,285
H04,G07,2013,285
H01,B32,2021,284
C12,Y10,2012,284
Y10,G03,2011,284
B82,Y10,2017,284
B29,Y10,2021,284
H02,H05,2015,283
B60,G07,2017,283
G09,H01,2016,283
G01,B82,2013,283
C07,Y10,2013,283
G01,B82,2015,283
G03,G01,2019,282
H05,G06,2013,282
B01,A61,2018,282
Y10,B01,2016,282
C08,G02,2020,282
F16,B62,2019,281
Y02,A61,2019,281
F02,F16,2018,281
C08,B29,2018,281
Y10,G11,2011,281
G02,Y02,2021,281
G07,B60,2021,281
A61,B29,2017,281
H03,Y02,2019,281
C07,B01,2013,281
B60,F02,2018,280
Y10,B29,2018,280
B29,C08,2015,280
G03,G01,2020,280
C09,B32,2020,280
B62,F16,2019,280
B29,A61,2020,280
F05,Y10,2017,280
G11,H03,2014,279
G02,G06,2014,279
G09,G02,2011,279
C08,C07,2012,279
H02,H03,2016,279
H03,H02,2018,279
Y02,F16,2016,278
B23,H01,2020,278
H04,H05,2014,278
Y10,G11,2012,278
B32,C08,2016,278
F02,F05,2013,278
B29,B32,2015,278
A61,H05,2017,278
B01,C08,2015,278
G01,B82,2016,277
G06,H02,2016,277
A61,C08,2011,277
H01,C07,2014,277
H03,G11,2017,277
B60,G07,2018,277
H04,A61,2022,276
C07,C09,2014,276
C09,Y10,2020,276
H01,F16,2019,275
H04,G16,2018,275
B01,F01,2021,275
G06,H03,2012,275
F05,Y10,2016,275
C08,B01,2017,275
H05,G02,2017,275
Y02,C12,2015,274
G01,B82,2014,274
Y10,C23,2015,274
F02,F16,2016,274
C08,C07,2011,273
G02,Y10,2019,273
Y10,A61,2018,273
Y10,G03,2012,273
G01,G02,2012,273
H01,H03,2012,273
G01,B82,2011,272
B32,H01,2017,272
H05,H04,2015,272
C07,H01,2019,272
